"client","frequency","recency","monetary"
499,1,149,36.63000107
494,1,78,36.56000137
495,1,216,36.56000137
496,1,138,36.56000137
497,1,196,36.56000137
493,1,85,36.50999832
492,1,29,36.34999847
491,1,24,36.329998492
489,1,207,36.29000092
490,1,331,36.29000092
488,1,23,36.23999977
487,1,240,36.13000107
486,1,194,36.10999966
485,1,17,36.00999832
484,1,121,35.95999908
482,1,121,35.95000076
483,1,116,35.95000076
481,1,144,35.86999988
480,1,109,35.81000137
479,1,172,35.70000076
478,1,308,35.64000129
472,1,61,35.61999893
473,1,80,35.61999893
474,1,95,35.61999893
475,1,67,35.61999893
476,1,46,35.61999893
477,1,3,35.61999893
471,1,74,35.59000015
470,1,200,35.560000416
468,1,197,35.55000115
469,1,307,35.55000115
467,1,72,35.50999832
466,1,189,35.43999958
464,1,184,35.40000153
465,1,210,35.40000153
463,1,50,35.29000092
462,1,362,35.27999974
461,1,38,35.240001318
460,1,143,35.23999977
457,1,215,35.20999908
458,1,17,35.20999908
459,1,101,35.20999908
456,1,19,35.15999985
455,1,296,35.15000153
454,1,191,35.10000038
452,1,198,34.97000122
453,1,268,34.97000122
451,1,361,34.89999962
450,1,308,34.79999924
449,1,281,34.72999954
448,1,60,34.68999863
446,1,117,34.63000107
447,1,254,34.63000107
444,1,36,34.27999878
445,1,19,34.27999878
443,1,129,34.27000046
442,1,160,34.11999894
441,2,182,34.11999893
440,1,210,34.09999847
439,1,18,34.070000648
436,1,180,34.04999924
437,1,35,34.04999924
438,1,72,34.04999924
434,1,194,33.97999954
435,1,9,33.97999954
433,1,122,33.97000122
432,1,215,33.899999733
431,1,97,33.86000061
430,1,231,33.77999878
426,1,33,33.75
427,1,94,33.75
428,1,145,33.75
429,1,84,33.75
425,1,82,33.63000107
423,1,291,33.56000137
424,1,114,33.56000137
422,1,352,33.54000092
418,1,8,33.47999954
419,1,285,33.47999954
420,1,250,33.47999954
421,1,200,33.47999954
417,1,51,33.43000031
416,1,152,33.429999354
411,1,255,33.27999878
412,1,184,33.27999878
413,1,233,33.27999878
414,1,221,33.27999878
415,1,240,33.27999878
410,1,121,33.24000168
409,1,298,33.210000278
408,1,241,33.1600008
406,1,38,33.15000153
407,1,102,33.15000153
405,1,248,33.13000012
404,1,157,33.12999916
403,2,72,32.940000532
402,1,30,32.84999847
399,1,15,32.81000137
400,1,18,32.81000137
401,1,1,32.81000137
398,1,208,32.75
392,1,256,32.63000107
393,1,224,32.63000107
394,1,187,32.63000107
395,1,227,32.63000107
396,1,131,32.63000107
397,1,238,32.63000107
391,1,108,32.52999878
390,1,252,32.50999832
389,1,190,32.34000015
388,1,10,32.30999946
387,1,300,32.25999927
386,1,155,32.12999916
385,1,60,32.11999893
384,1,139,32.08000183
383,1,172,31.93000031
381,1,147,31.88999939
382,1,299,31.88999939
380,1,14,31.87999916
379,1,122,31.859998702
378,1,224,31.76000023
376,1,219,31.67000008
377,1,298,31.67000008
375,1,1,31.60000038
374,1,78,31.31999969
373,1,82,31.29999924
372,1,225,31.27000046
371,1,97,31.07999992
370,1,254,30.96999931
369,1,302,30.94000053
366,1,309,30.93000031
367,1,125,30.93000031
368,1,223,30.93000031
364,1,175,30.86000061
365,1,196,30.86000061
362,1,248,30.80999947
363,1,46,30.80999947
361,1,342,30.62999916
360,1,223,30.520000455
359,1,138,30.48999977
358,1,243,30.29999924
357,1,185,30.139999859
356,1,249,30.139999632
355,1,229,30.06999969
352,1,223,29.96999931
353,1,198,29.96999931
354,1,346,29.96999931
351,1,171,29.95000076
349,1,202,29.89999962
350,1,340,29.89999962
348,1,150,29.82999992
347,1,352,29.80999947
346,1,94,29.59000015
345,2,159,29.42000008
344,5,133,29.179999943
343,1,296,29.12999916
341,1,272,29.12000084
342,1,69,29.12000084
340,1,244,29.0899992
336,1,145,29.06999969
337,1,199,29.06999969
338,1,187,29.06999969
339,1,135,29.06999969
335,1,71,28.94000054
334,1,38,28.93999958
333,2,207,28.810000774
332,1,256,28.76000071
331,1,150,28.70000076
330,1,164,28.63999939
329,1,61,28.40999985
328,2,207,28.360000135
327,2,188,28.34999943
326,1,309,28.31999969
325,1,179,28.30999947
323,1,30,28.28000069
324,1,281,28.28000069
322,1,241,28.159999842
320,1,2,28.09000015
321,2,327,28.09000015
318,1,345,27.96999931
319,1,245,27.96999931
317,1,200,27.77000046
315,1,142,27.64999962
316,1,129,27.64999962
314,1,338,27.57999992
313,1,203,27.32999992
312,1,319,27.19000053
311,1,59,27.040000673
310,1,241,26.98999977
309,1,155,26.70999908
304,1,309,26.63999939
305,1,122,26.63999939
306,1,339,26.63999939
307,1,291,26.63999939
308,1,346,26.63999939
303,1,59,26.61000061
302,1,48,26.59000015
301,1,56,26.52000046
300,1,327,26.32999992
299,1,145,26.29999924
294,1,124,26.23999977
295,1,77,26.23999977
296,1,47,26.23999977
297,1,3,26.23999977
298,1,57,26.23999977
293,1,303,26.219999314
290,1,316,26.14999962
291,1,266,26.14999962
292,1,30,26.14999962
289,1,250,26.12999916
287,1,267,26.10000038
288,1,235,26.10000038
286,1,7,26.04000092
285,1,140,26.03000069
284,1,210,25.970000029
283,1,63,25.95999908
282,1,198,25.88999939
281,1,336,25.87999916
280,1,52,25.81999969
279,1,160,25.769999978
278,1,262,25.75
277,1,194,25.68000031
276,1,157,25.649999384
274,1,108,25.51000023
275,1,231,25.51000023
272,1,345,25.46999931
273,1,163,25.46999931
271,1,308,25.39999962
270,1,248,25.340000152
269,1,262,25.30999947
265,1,208,25.29999924
266,1,99,25.29999924
267,1,279,25.29999924
268,1,208,25.29999924
264,1,305,25.28999996
263,1,259,25.22999954
261,1,78,25.14999962
262,1,25,25.14999962
260,1,204,25.11999988
259,1,118,25.09000015
258,1,200,25.05999947
256,1,318,24.96999931
257,1,130,24.96999931
255,1,303,24.85000038
254,1,119,24.75
253,1,73,24.73999977
251,1,171,24.63999939
252,1,120,24.63999939
250,1,225,24.62000084
249,1,194,24.579999569
247,1,68,24.55999947
248,1,18,24.55999947
246,1,284,24.51000023
241,1,136,24.45000076
242,1,202,24.45000076
243,1,234,24.45000076
244,1,332,24.45000076
245,1,114,24.45000076
240,1,111,24.34000015
239,1,86,24.329999924
238,1,250,23.970000745
233,2,76,23.95999908
234,1,210,23.95999908
235,1,273,23.95999908
236,1,234,23.95999908
237,1,141,23.95999908
230,1,288,23.63999939
231,1,151,23.63999939
232,1,275,23.63999939
229,1,304,23.569999696
228,1,24,23.55999947
227,1,288,23.44000053
226,1,64,23.40999985
224,1,187,23.30999947
225,1,61,23.30999947
223,1,327,23.259999987
222,1,230,23.09000015
221,1,94,23.07999992
220,1,63,23.04999924
218,1,222,23.03000069
219,1,247,23.03000069
217,1,158,23.01000023
216,2,74,23.010000224
215,1,222,22.96999931
214,2,140,22.950000287
213,1,183,22.920000077
212,1,339,22.79999924
211,1,235,22.67000008
202,1,293,22.64999962
203,1,103,22.64999962
204,1,248,22.64999962
205,1,277,22.64999962
206,1,152,22.64999962
207,1,126,22.64999962
208,1,52,22.64999962
209,1,61,22.64999962
210,1,126,22.64999962
201,2,178,22.639999866
198,1,140,22.63999939
199,1,159,22.63999939
200,1,121,22.63999939
197,1,249,22.55000019
196,1,25,22.46999931
195,1,291,22.45999908
194,1,4,22.38999939
193,1,335,22.36000061
192,1,225,22.31999969
190,1,52,22.30999947
191,1,200,22.30999947
185,1,143,22.29999924
186,1,239,22.29999924
187,1,186,22.29999924
188,1,200,22.29999924
189,1,321,22.29999924
184,1,40,22.19000053
183,1,202,22.039999959
180,1,332,21.98999977
181,1,77,21.98999977
182,1,56,21.98999977
177,1,298,21.95000076
178,1,4,21.95000076
179,1,302,21.95000076
176,1,195,21.929999828
175,1,270,21.78000069
174,1,203,21.72999954
172,1,52,21.64999962
173,1,300,21.64999962
171,1,99,21.53000069
170,2,169,21.510000234
169,1,84,21.39999962
166,1,182,21.38999939
167,1,218,21.38999939
168,1,188,21.38999939
165,1,277,21.37999916
164,1,316,21.26000023
158,1,54,21.09000015
159,1,227,21.09000015
160,1,127,21.09000015
161,1,66,21.09000015
162,1,154,21.09000015
163,1,223,21.09000015
157,1,223,20.94999981
156,1,215,20.88999939
155,1,271,20.71999931
154,2,16,20.690000536
153,1,23,20.68000031
152,1,120,20.14999962
151,1,312,20.139999392
150,1,231,20.12999916
149,1,325,20.02000046
148,1,267,19.97999954
147,1,218,19.95000076
146,1,116,19.84000015
145,1,325,19.789999782
144,1,233,19.75
142,1,67,19.64999962
143,1,311,19.64999962
141,1,179,19.5
140,1,147,19.47999954
139,1,254,19.440000653
137,1,343,19.42000008
138,1,216,19.42000008
132,1,10,19.40999985
133,1,137,19.40999985
134,1,219,19.40999985
135,1,139,19.40999985
136,1,121,19.40999985
131,1,324,19.29999924
130,1,215,19.27000046
129,1,164,19.11000061
128,1,319,19.03000069
126,1,87,18.98999977
127,1,26,18.98999977
125,1,102,18.95000076
124,1,174,18.87000084
123,1,254,18.76000023
122,1,232,18.659999848
119,1,314,18.64999962
120,1,158,18.64999962
121,1,138,18.64999962
117,1,104,18.5
118,1,199,18.5
116,1,129,18.43000031
115,1,190,18.170000076
114,1,60,18.12999916
112,1,227,18.11000061
113,1,258,18.11000061
111,1,340,17.95999908
110,1,363,17.93000031
109,1,52,17.92000008
102,1,274,17.77000046
103,1,196,17.77000046
104,1,3,17.77000046
105,1,207,17.77000046
106,1,194,17.77000046
107,1,212,17.77000046
108,1,238,17.77000046
101,1,10,17.68000031
100,1,357,17.61000061
98,1,239,17.46999931
99,1,212,17.46999931
97,1,180,17.329999926
96,1,19,17.32999992
94,1,61,17.12999916
95,1,60,17.12999916
93,1,216,17.11000061
90,1,362,16.98999977
91,1,34,16.98999977
92,1,208,16.98999977
85,1,301,16.88999939
86,1,223,16.88999939
87,1,117,16.88999939
88,1,297,16.88999939
89,1,226,16.88999939
83,1,96,16.87999916
84,1,17,16.87999916
81,1,264,16.64999962
82,1,200,16.64999962
80,1,170,16.40999985
75,1,87,16.31999969
76,1,161,16.31999969
77,1,87,16.31999969
78,1,215,16.31999969
79,1,197,16.31999969
74,1,64,16.28000069
72,1,332,16.14999962
73,1,214,16.14999962
71,1,123,16.03000069
70,1,198,16.029999728
69,1,275,15.78999996
64,1,179,15.64000034
65,1,226,15.64000034
66,1,176,15.64000034
67,1,109,15.64000034
68,1,148,15.64000034
63,1,56,15.59000015
62,1,15,15.39000034
61,1,139,15.31999969
60,1,122,15.30000019
59,1,66,15.18999958
58,1,346,15.14999962
56,1,68,15.01000023
57,1,81,15.01000023
55,1,342,14.94999981
54,1,282,14.71000004
53,1,73,14.64000034
51,1,136,14.63000011
52,1,278,14.63000011
49,1,300,14.60000038
50,1,346,14.60000038
48,1,260,14.51000023
47,1,318,14.31000042
45,1,226,14.02000046
46,1,241,14.02000046
44,1,137,13.90999985
43,1,308,13.63000011
42,1,231,13.43000031
41,1,290,13.17000008
40,1,209,13.06000042
39,1,79,12.920000076
38,1,170,12.82999992
37,1,164,12.26000023
36,1,86,12.10000038
35,1,297,12.09000015
34,1,248,11.779999972
33,1,32,11.56000042
32,1,298,11.51000011
31,1,94,11.25
29,1,124,11.21000004
30,1,220,11.21000004
28,1,156,10.439999938
27,1,207,10.43000031
26,1,189,10.27000046
25,1,213,10.17000008
24,1,198,10.10999966
23,1,243,9.880000114
22,1,203,9.830000341
21,1,19,9.549999952
20,1,60,9.350000381
19,1,181,9.279999732
18,1,140,8.710000038
17,1,276,8.539999962
16,1,195,7.960000038
15,1,86,6.789999962
14,1,158,6.53000021
12,1,276,6.46999979
13,1,292,6.46999979
11,1,270,6.090000153
10,1,57,5.119999886
9,1,190,4.880000114
8,1,118,4.679999828
7,1,201,4.639999926
6,1,128,4.590000153
5,1,201,4.300000072
4,1,258,3.779999971
3,1,73,3.470000029
2,1,122,1.850000024
1,1,191,1.830000043
